feature1,feature2,feature3,target
-0.30466783375565604,-1.6840040177961646,-0.21795090624353872,1
0.6205008990991628,-0.7090289023149722,-0.23390798544489444,0
-2.729404384923734,0.8160810441139388,1.8551185730353463,0
0.005205261894946381,1.1763440561714547,0.37822628543151016,1
-0.4596052987574804,-1.2722376272319633,0.4795105629413033,0
-1.063258686531278,0.7130258504329489,0.5396547743450705,0
-0.5532410018397994,-1.9473398726619233,0.6126263773371126,0
-0.5737031442926516,-0.08933586547104598,-0.08288698387486536,0
-0.04798579485058113,1.1120468421032064,-0.3207463714788462,1
-1.3673264612849558,-0.5515157301029805,0.16681605951827747,0
0.3162737802597137,-1.5069222991380136,1.1568039489134727,0
1.366214785205788,0.1462147963775593,1.1262381884363837,1
0.28092849694782634,-0.6047188666354781,-0.24039847568841113,1
0.808988609229009,0.6295583660658357,0.7678436946681114,1
1.0945624546137955,-0.8853264322180604,-0.19458466303966782,1
1.2364895121841768,-0.7726368896531003,0.033870549435244236,0
1.8701386928213053,-2.0210023208762435,-0.4735233815541974,1
-0.49920199827593026,0.16994471105148284,-0.1816451389062335,1
-0.7184839851611164,-0.16090493827659874,1.3413300695496801,0
0.7834656483247346,-1.188384670740071,0.09242114733923629,0
0.7082662196573998,0.193798713767092,0.1352825085523179,1
0.7756752996156893,1.027070300644139,-1.4472177792579584,1
1.889282454250252,-0.21556794341894983,-0.30924390763272963,1
0.011369908798494166,0.26816694982197375,-0.2413149037447287,0
0.4261565596461849,0.2733112495851642,-0.8291434854434051,1
-0.9803882514834749,-1.2043298271789604,0.02166541170356352,0
2.1353211239759577,2.0565858207075958,-0.4291822902276543,1
-0.336544921209111,-0.4708498301222839,0.07999585524358216,1
-0.30821592816082993,0.6561162018602708,0.12150300981893442,1
-0.3467498910082427,0.7692152772290496,-0.9557543578226444,0
-0.6448958586443377,-0.13959512711575175,-0.3987017824831894,0
-0.7294370488476493,0.6067950250596347,0.07737428276083357,0
-0.5237042828895252,0.24581922181638913,1.1842994311567254,1
-1.3657959280509446,-1.417639757227406,0.2567191727957405,0
-0.7853179202632383,-0.33227270125008823,-0.6619351799174277,0
1.9489631114476191,-0.6125509023540618,0.3990047592438523,1
0.7356551436413686,-0.4617450413461271,1.7075488893217605,0
0.925904176727718,-1.3040031778366379,0.9167064725890186,0
1.1772087874169148,1.12643371674603,0.5475265304356202,1
1.8341345643623908,1.601992654613413,0.7255901754823215,1
-1.771422551443844,0.9780029759984087,1.4399540414286307,0
-1.2298831152865406,1.2705292241471429,1.07562679401766,1
-0.8037236608946853,-0.34463483700815617,0.5667603811176578,0
-0.4697297964895977,-0.6362568349860365,1.0686422195900849,0
-0.30056939058524895,-0.7785870468117115,-1.0816510962640609,1
-0.4469775528060408,0.6440649229572226,-1.502265252340281,1
0.21930891313205408,0.22706305314414962,0.15709865064383013,1
0.0352953907452159,-0.07722171159842571,0.06868070965053837,0
